chembl_id,smiles
CHEMBL6297,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nn3)cccc12
CHEMBL6761,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)nn3)cccc12
CHEMBL269057,N/C(=N/CCCC(N)P(=O)(O)O)N[N+](=O)[O-]
CHEMBL6426,Brc1cccc2[nH]c3c(c12)CCNC3
CHEMBL6427,Brc1ccc2[nH]c3c(c2c1)CCNC3
CHEMBL6555,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12
CHEMBL268174,COc1nc(C)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6573,N/C(=N/CCCC(N)[PH](=O)O)N[N+](=O)[O-]
CHEMBL268691,COc1cc(Br)c2c3c([nH]c2c1)CNCC3
CHEMBL6615,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
CHEMBL441891,Brc1ccc2c3c([nH]c2c1)CNCC3
CHEMBL263883,Cn1c2c(c3ccccc31)CCNC2
CHEMBL266798,Cc1ccc(Sc2nccc3sc(C(N)=O)cc23)cc1
CHEMBL6430,CCc1cc2c(NCc3ccccc3)ncnc2s1
CHEMBL266799,CCc1cc2c(Sc3ccccn3)ncnc2s1
CHEMBL428999,Brc1ccc2c3c([nH]c2c1)C=NCC3
CHEMBL6626,Brc1ccc2[nH]c3c(c2c1)CCN=C3
CHEMBL6632,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2ccccn2)c(F)c1
CHEMBL267036,CNC(=O)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
CHEMBL265621,C/N=C(/NC#N)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
CHEMBL6557,Cn1c2c(c3ccccc31)CCNCC2
CHEMBL269236,c1ccc2c3c([nH]c2c1)CNCC3
CHEMBL6567,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
CHEMBL6386,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O
CHEMBL267702,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2nccs2)cc1
CHEMBL6384,CN/C(=N/C1=CC(C)(C)Oc2ccc(C#N)cc21)NC#N
CHEMBL6467,CSc1ccc(CC(C)N)cc1
CHEMBL269074,c1ccc2c3c([nH]c2c1)CCNC3
CHEMBL268387,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nn1
CHEMBL6389,O=C1N(CN2CCCCC2)c2ccccc2C12SCCS2
CHEMBL6390,O=C1Nc2ccccc2C12OCCCO2
CHEMBL266956,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2ccccc2)cc1
CHEMBL6412,COc1nc(Cl)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6616,COc1cc(CC(C)N)c(OC)cc1I
CHEMBL268689,CCC(Cc1ccc2c(c1)OCO2)NC
CHEMBL267599,Brc1cccc2[nH]c3c(c12)CCN=C3
CHEMBL6639,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2cccc(O)c2)cc1
CHEMBL6640,NCCc1c[nH]c2ccccc12
CHEMBL268854,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccc(Cl)cc2)cc1
CHEMBL6523,CCc1cc2c(Sc3ccc(C)cc3)ncnc2s1
CHEMBL266064,CCc1cc2c(SCc3ccccc3)ncnc2s1
CHEMBL269367,COc1cccc2c3c([nH]c12)C=NCC3
CHEMBL6409,COc1ccc2c3c([nH]c2c1)C=NCC3
CHEMBL266084,COc1ccc2[nH]c3c(c2c1)CCNC3
CHEMBL6560,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCC(=O)O)cc1
CHEMBL268100,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc(C#N)c2)cc1
CHEMBL6548,O=C1Nc2ccc(Br)cc2C12SCCS2
CHEMBL6561,O=C1Nc2ccc(Cl)cc2C12OCCS2
CHEMBL6461,C[C@]1(/C=C/C#N)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+]
CHEMBL6715,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)C)c(F)c1
CHEMBL266316,O=C1Nc2c(C(F)(F)F)cccc2C12OCCO2
CHEMBL6391,Cc1c(CC(C)N)ccc2c1OCO2
CHEMBL6330,Cc1cc(CC(C)N)cc2c1OCO2
CHEMBL6588,CCOc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6542,NC(=O)c1cc2c(Sc3ccc(C(F)(F)F)cc3)cncc2s1
CHEMBL6470,COc1ccc2c(c1)[nH]c1cnccc12
CHEMBL267164,COCCNC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL6831,CCN(CC)C(=O)C1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)C1
CHEMBL269342,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cscn2)cc1
CHEMBL6317,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccsc2)cc1
CHEMBL267457,CCCCNC(=O)CCC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL267458,Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C
CHEMBL6446,COc1ccc(C2CN3CCN(C)CC3c3ccccc32)cc1
CHEMBL6399,CN(C)c1cccc2c(S(=O)(=O)Nc3cnccn3)cccc12
CHEMBL266315,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)cn3)cccc12
CHEMBL6400,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)cc3)cccc12
CHEMBL6574,c1ccc(CN2CCN3CC(c4ccccc4)c4ccccc4C3C2)cc1
CHEMBL6575,CN1CCN2CC(c3ccc([N+](=O)[O-])cc3)c3ccc([N+](=O)[O-])cc3C2C1
CHEMBL6459,CN1CCN2CC(c3ccc(Cl)cc3)c3ccccc3C2C1
CHEMBL266801,CN1CCN2CC(c3ccc([N+](=O)[O-])cc3)c3ccccc3C2C1
CHEMBL6566,Cc1nc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)ccc1Br
CHEMBL6570,Nc1nc(N)c2nc(Sc3cccc(C(F)(F)F)c3)cnc2n1
CHEMBL6512,CCCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6800,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6376,Cc1cc2c(cc1CC(C)N)OCO2
CHEMBL6368,CC(N)Cc1ccc(I)cc1
CHEMBL6380,COc1cc2nc(N3CCC(C(=O)Nc4ccccc4)CC3)nc(N)c2cc1OC
CHEMBL415288,COc1cc2nc(N3CCC(C(=O)N(C)Cc4ccccc4)CC3)nc(N)c2cc1OC
CHEMBL6627,CN1CCN2CC(c3ccccc3)c3ccccc3C2C1
CHEMBL404992,CCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1
CHEMBL6543,CCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL269537,COc1cc2nc(N3CCC(CC(=O)NCC4CC4)CC3)nc(N)c2cc1OC
CHEMBL6842,CC(N)Cc1ccc2c(c1)CCC2
CHEMBL6732,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)c(Br)c1
CHEMBL266508,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](C)C(=O)O)cc1
CHEMBL6788,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC)C(=O)O)cc1
CHEMBL6789,CCCCNC(=O)CC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL266684,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(I)cn3)cccc12
CHEMBL266685,C/N=C(/NC#N)NC1c2cnccc2OC(C)(C)[C@H]1O
CHEMBL268340,CC12CCC(O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(OC=O)CC12O
CHEMBL266927,COc1cc2nc(N3CCC(C(N)=O)CC3)nc(N)c2cc1OC
CHEMBL6425,C/N=C(\NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O)NS(N)(=O)=O
CHEMBL6436,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)(C)C)c(F)c1
CHEMBL6411,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)cn3)cccc12
CHEMBL267833,O=C1Nc2ccc(I)cc2C12OCCO2
CHEMBL267834,O=C1Nc2cc(Cl)ccc2C12OCCO2
CHEMBL6382,Cc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL414200,CN(C)c1cccc2c(S(=O)(=O)Nc3cccnn3)cccc12
CHEMBL266039,c1ccc(CCN2CCN3CC(c4ccccc4)c4ccccc4C3C2)cc1
CHEMBL267705,CCN(CC)C(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL6431,COc1cc2nc(N3CCC(C(=O)NCCO)CC3)nc(N)c2cc1OC
CHEMBL6432,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN(C)CCOc1ccc(CC3SC(=O)NC3=O)cc1)O2
CHEMBL6628,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
CHEMBL6638,CCCCCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1
CHEMBL266317,COc1cc2nc(N3CCC(C(=O)NCCOc4ccccc4)CC3)nc(N)c2cc1OC
CHEMBL267832,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)C)cc1
CHEMBL6622,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
CHEMBL6469,C[C@]1(/C=C\C#N)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+]
CHEMBL269471,C[C@]1(/C=C/C#N)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+]
CHEMBL6677,CC1(C)Oc2ccc(C#N)cc2C(N2CCCC2=O)[C@@H]1O
CHEMBL6663,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)(C)C)cc1
CHEMBL268627,CCNC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL6527,CC(C)(C)/N=C(/NC#N)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
CHEMBL6785,CCN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12
CHEMBL6649,CNCC1NCC(c2ccccc2)c2ccccc21
CHEMBL266509,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(N)=O)C(=O)O)cc1
CHEMBL263079,CCNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12
CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1
CHEMBL6511,Cc1c(C)c2c(c(C)c1O)CCC(C)(CNCCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2
CHEMBL6528,CN(C)CC1c2ccccc2C(c2ccccc2)CN1C
CHEMBL451551,CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(OC=O)CC12O
CHEMBL6678,CO/N=C/[C@@]1(C)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+]
CHEMBL6775,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccc([N+](=O)[O-])cc2)cc1
CHEMBL6471,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2
CHEMBL6447,COc1cc2nc(N3CCC(C(=O)NCC4CC4)CC3)nc(N)c2cc1OC
CHEMBL6556,CCCCNC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL266279,CCCCNC(=O)C1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)C1
CHEMBL6443,CN/C(=C\[N+](=O)[O-])NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
CHEMBL269600,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2nc(C)cs2)cc1
CHEMBL6598,COc1cc2nc(N3CCC(C(=O)NC4CCCC4)CC3)nc(N)c2cc1OC
CHEMBL6433,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Cl)cn3)cccc12
CHEMBL6463,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc1
CHEMBL269536,CC1(C)Oc2ccc(C#N)cc2C(/N=C(/N)NC#N)[C@@H]1O
CHEMBL6464,O=C1N(CN2CCCCC2)c2ccccc2C12OCCO2
CHEMBL6731,CC(N)Cc1ccc2c(c1)OCO2
CHEMBL268690,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
CHEMBL6497,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
CHEMBL6544,Nc1nc(N)c2nc(Sc3ccc(Cl)c(Cl)c3)cnc2n1
CHEMBL6468,CN(C)c1cccc2c(S(=O)(=O)Nc3ncccn3)cccc12
CHEMBL6676,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1
CHEMBL268855,CN(C)c1cccc2c(S(=O)(=O)Nc3ccccn3)cccc12
CHEMBL263881,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
CHEMBL415104,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](Cc2ccccc2)C(=O)O)cc1
CHEMBL6631,COc1ccc(Sc2cnc3nc(N)nc(N)c3n2)cc1
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21
CHEMBL6496,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cncs2)cc1
CHEMBL6481,CCCCNC(=O)COC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL6482,CCCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1
CHEMBL414182,CN(C)CC1NCC(c2ccccc2)c2ccccc21
CHEMBL6603,CCNCC1NCC(c2ccccc2)c2ccccc21
CHEMBL6590,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccoc2)cc1
CHEMBL264097,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccco2)cc1
CHEMBL6816,O=C1Nc2ccccc2C12OCCO2
CHEMBL267427,Cc1c(C)c2c(c(C)c1O)C(CN(C)CCOc1ccc(CC3SC(=O)NC3=O)cc1)C(C)(C)O2
CHEMBL6502,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCC1
CHEMBL6504,C/C=C(/C)C(=O)O[C@@]12C[C@@H](C)[C@]3(O)C4C=C(C)C(=O)[C@@]4(O)CC(COC(C)=O)=C[C@H]3[C@@H]1C2(C)C
CHEMBL6581,NC(=O)c1cc(-c2ccncc2)cnc1Cl
CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
CHEMBL269773,Cc1c(C)c2c(c(C)c1O)C(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)C(C)(C)O2
CHEMBL267190,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CC1
CHEMBL268626,CCCOC(=O)c1ncn2c1CN(C)C(=O)c1sccc1-2
CHEMBL6595,Cc1cc(CCCCCOc2ccc(-c3nc(C)c(C)o3)cc2)on1
CHEMBL6580,CN1C(=O)C2(OCCO2)c2ccccc21
CHEMBL6460,O=C1N(CN2CCOCC2)c2ccccc2C12OCCO2
CHEMBL6499,Cc1cc2c(cc1/N=C(\S)Nc1ccc(S(N)(=O)=O)cc1)C(C)(C)CC(C)(C)S2
CHEMBL6424,COc1cc2nc(N3CCC(C(=O)NCCc4ccccc4)CC3)nc(N)c2cc1OC
CHEMBL6474,COc1cc2nc(N3CCC(C(=O)NCc4ccccc4)CC3)nc(N)c2cc1OC
CHEMBL415290,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2
CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
CHEMBL6484,NC(=O)c1cc(-c2ccccc2)nnc1Cl
CHEMBL266541,O=C1N(CN2CCCC2)c2ccccc2C12OCCO2
CHEMBL6554,COc1cc2c(cc1C)CC(N)C2
CHEMBL265669,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2ccc(F)cc2)cc1
CHEMBL6498,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NC)cc1
CHEMBL6630,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)cn3)cccc12
CHEMBL6486,CCOC(=O)CNC(=O)c1cc(-c2ccncc2)nnc1Cl
CHEMBL6487,O=C(NCc1ccc(Cl)cc1Cl)c1cc(-c2ccncc2)nnc1Cl
CHEMBL269368,COc1cccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cc1=O
CHEMBL415108,C/C=C(/C)C(=O)O[C@@]12C[C@@H](C)[C@]3(O)C4C=C(C)C(=O)[C@@]4(O)CC(CO)=C[C@H]3[C@@H]1C2(C)C
CHEMBL415105,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)Nc2ccccc2)cc1
CHEMBL6545,O=C1Nc2ccc(Cl)cc2C12OCCO2
CHEMBL6546,O=C1N(Cc2ccccc2)c2ccccc2C12OCCO2
CHEMBL6395,Cc1ccc2c(c1)C1(OCCO1)C(=O)N2
CHEMBL6444,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1
CHEMBL266800,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2)on1
CHEMBL269304,C=C(C)[C@]12C[C@@H](C)[C@@]34OC(Cc5ccccc5)(O[C@@H]1C3C=C(CO)C[C@]1(O)C(=O)C(C)=CC41)O2
CHEMBL6448,OCCOCOCc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1
CHEMBL268388,Nc1nc(N)c2nc(Sc3cccc4ccccc34)cnc2n1
CHEMBL269572,Cc1c(C)c2c(c(C)c1O)C(COc1ccc(CC3SC(=O)NC3=O)cc1)C(C)(C)O2
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
CHEMBL6594,Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1
CHEMBL6418,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCCCC1
CHEMBL268412,Cc1cc(-c2nnn(C)n2)cc(C)c1OCCCCCc1cc(COCOCCO)no1
CHEMBL6747,CCN1CCN2CC(c3ccccc3)c3ccccc3C2C1
CHEMBL6455,CN1CCN2CC(c3ccc(N)cc3)c3ccccc3C2C1
CHEMBL540195,CN1CCN2CC(c3ccc(O)cc3)c3ccccc3C2C1
CHEMBL6623,Clc1ccc(C2CC3CCC2N3)cn1
CHEMBL6610,COc1cc2nc(N3CCC(C(=O)N4CCOCC4)CC3)nc(N)c2cc1OC
CHEMBL6435,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCCCCC1
CHEMBL6445,c1ccc(C2CN3CCNCC3c3ccccc32)cc1
CHEMBL6519,C=CCNc1ccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)ccc1=O
CHEMBL265410,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCCC)cc1
CHEMBL266065,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccc2[N+](=O)[O-])cc1
CHEMBL6551,O=C(NCc1ccccc1)c1cc(-c2ccncc2)nnc1Cl
CHEMBL269004,CCCN(CCC)[C@H]1CCc2c(O)cccc2C1
CHEMBL6476,COc1ccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)ccc1=O
CHEMBL266430,Cc1cc(O)nc2cc(N)ccc12
CHEMBL6703,Cc1cc(O)nc2cc(O)ccc12
CHEMBL269573,Cc1cc(=O)n(C(=O)OC(C)(C)C)c2c3c(ccc12)OC(C)(C)[C@H](O)[C@@H]3O
CHEMBL6392,Cc1cc(O)nc2c3c(ccc12)OC(C)(C)C=C3
CHEMBL6393,c1ccc2c(c1)cc1n2CCNC1
CHEMBL6385,COc1ccc2cc3n(c2c1)CCNC3
CHEMBL269073,COc1ccc2c(c1)cc1n2CCNC1
CHEMBL6503,c1ccc2c(c1)nc1n2CCNC1
CHEMBL266957,Cc1cc(=O)n(C(=O)OC(C)(C)C)c2c3c(ccc12)OC(C)(C)C=C3
CHEMBL6641,Cc1cc(CCCCCCCOc2ccc(C3=NC(C)CO3)cc2)on1
CHEMBL268339,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)cn3)cccc12
CHEMBL6618,Nc1nc(N)c2nc(Sc3ccc4ccccc4c3)cnc2n1
CHEMBL6619,Oc1ccc(C(=C2CCCCC2)c2ccc(O)cc2)cc1
CHEMBL269003,C/C(=C(/C)c1ccc(O)cc1)c1ccc(O)cc1
CHEMBL6413,Oc1ccc(C(=C(C(F)(F)F)C(F)(F)F)c2ccccc2)cc1
CHEMBL6414,CN(C)c1cccc2c(S(=O)(=O)Nc3cccnc3)cccc12
CHEMBL415106,Cc1cc(Cl)nnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL404505,c1ccc2oc(C3=NCCN3)cc2c1
CHEMBL6465,Nc1nc(N)c2nc(Sc3cc(Cl)c(Cl)cc3Cl)cnc2n1
CHEMBL267191,COC(=O)Nc1ccc(C2CC3CCC2N3)cn1
CHEMBL6489,Clc1ncc(C2CC3CCC2N3)cn1
CHEMBL6843,CCC1CCNc2cc3oc(=O)cc(C(F)(F)F)c3cc21
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL268176,O=C(CCl)Nc1ccc(C2CC3CCC2N3)cn1
CHEMBL6778,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)cc3)cccc12
CHEMBL6462,CC(=O)NC[C@H]1CN(c2ccc(C(C)=O)cc2)C(=O)O1
CHEMBL268454,NC(=O)c1cc(-c2ccc(Br)cc2)nnc1Cl
CHEMBL6524,CC1(C)CC(C)(C)c2cc(N/C(S)=N/c3ccc(S(N)(=O)=O)cc3)ccc2S1
CHEMBL6521,NC(=O)c1cc(-c2ccc(NS(=O)(=O)c3ccccc3)cc2)nnc1Cl
CHEMBL6597,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(N=[N+]=[N-])ccc1-2
CHEMBL6421,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(N=[N+]=[N-])cc2C1=O
CHEMBL266277,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nc3)cccc12
CHEMBL6553,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Cl)cn3)cccc12
CHEMBL6582,NC(=O)c1cc(-c2ccc(Cl)cc2)nnc1Cl
CHEMBL6423,NC(=O)c1cc(-c2ccc(F)c(Cl)c2)nnc1Cl
CHEMBL6790,Oc1ccc(/C(=C(/c2ccc(O)cc2)C(F)(F)F)C(F)(F)F)cc1
CHEMBL6538,COc1ccc(-c2cc(C(N)=O)c(Cl)nn2)cc1
CHEMBL269599,CS(=O)(=O)c1c(F)cc(-c2cc(C(N)=O)c(Cl)nn2)cc1F
CHEMBL6415,O=C1NCCN(c2cccnc2)N1
CHEMBL6473,CNC(=O)c1cc(-c2ccncc2)nnc1Cl
CHEMBL268455,CN(C)C(=O)c1cc(-c2ccncc2)nnc1Cl
CHEMBL6475,N#Cc1cc(-c2ccncc2)nnc1Cl
CHEMBL6583,Cc1cnc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)cn1
CHEMBL6584,CN(C)/C=N\c1nc(/N=C/N(C)C)nc2ncc(Sc3ccc(Cl)c(Cl)c3)nc12
CHEMBL6422,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCCC1
CHEMBL428159,COc1cc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cccc1=O
CHEMBL6660,Cc1cc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nnc1Cl
CHEMBL6651,O=C1Nc2cccc(Cl)c2C12OCCO2
CHEMBL6652,O=C1Nc2ccc([N+](=O)[O-])cc2C12OCCO2
CHEMBL266661,CCOC(=O)c1cc(-c2ccncc2)nnc1Cl
CHEMBL267399,c1ccc2c3c([nH]c2c1)C1=NCCN1CC3
CHEMBL6766,CCCNC(=O)CC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL268116,Cc1cc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12
CHEMBL6729,CC(=O)NCC1CN(c2ccc(-c3ccc(N4CCOCC4)c(=O)cc3)cc2)C(=O)O1
CHEMBL6918,C=CCOc1ccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)ccc1=O
CHEMBL7086,NC(=O)c1cnnc(-c2ccncc2)c1
CHEMBL6930,COc1nnc(-c2ccncc2)cc1C(N)=O
CHEMBL7019,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)nc3)cccc12
CHEMBL415292,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)nc3)cccc12
CHEMBL6720,O=C1Nc2ccc(Br)cc2C12OCCO2
CHEMBL6792,C#CCNc1cccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cc1=O
CHEMBL6791,NC(=O)c1cc(-c2ccc(C(F)(F)F)cc2)nnc1Cl
CHEMBL7022,Clc1nc2ccccc2nc1N1CCNCC1
CHEMBL266979,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC/C=C\CCC(=O)OC
CHEMBL268311,COC1(OC)C(=O)Nc2ccccc21
CHEMBL266544,O=C1Nc2ccccc2C12OCC(CCl)O2
CHEMBL7131,CC(C)CC(=O)C(=O)N1CCCCC1C(=O)OCCS(=O)(=O)c1ccccc1
CHEMBL6945,COc1c2occc2c(COCCC[N+](C)(C)C)c2ccc(=O)oc12.[Br-]
CHEMBL6946,Nc1ccc(S(=O)(=O)Nc2ccccc2S(N)(=O)=O)cc1
CHEMBL7020,Fc1ccc2nc(N3CCNCC3)cnc2c1
CHEMBL441329,COc1cccc2nc(N3CCNCC3)cnc12
